sale_id,sale_date,amount,product
133,2024-01-16,280.66,Doohickey
134,2024-01-20,133.46,Doohickey
135,2024-01-22,142.21,Doohickey
136,2024-01-17,149.25,Widget
137,2024-01-24,115.98,Thingamajig
138,2024-01-24,283.62,Doohickey
139,2024-01-24,215.87,Thingamajig
140,2024-01-24,214.71,Thingamajig
141,2024-01-25,124.9,Gadget
142,2024-01-21,251.81,Widget
143,2024-01-18,207.76,Widget
144,2024-01-19,140.21,Thingamajig
145,2024-01-17,171.93,Doohickey
146,2024-01-20,212.89,Widget
147,2024-01-25,193.6,Doohickey
148,2024-01-24,198.59,Doohickey
149,2024-01-16,175.16,Thingamajig
150,2024-01-21,269.15,Widget
151,2024-01-19,117.43,Gadget
152,2024-01-18,154.72,Thingamajig
153,2024-01-20,292.1,Doohickey
154,2024-01-18,212.96,Doohickey
155,2024-01-20,135.78,Thingamajig
156,2024-01-24,120.65,Widget
157,2024-01-20,191.19,Doohickey
158,2024-01-24,147.98,Doohickey
159,2024-01-20,220.67,Doohickey
160,2024-01-25,146.86,Widget
161,2024-01-21,299.2,Thingamajig
162,2024-01-20,264.75,Widget
163,2024-01-21,288.05,Doohickey
164,2024-01-17,278.32,Gadget
165,2024-01-23,143.27,Doohickey
166,2024-01-21,106.32,Thingamajig
167,2024-01-24,220.35,Thingamajig
168,2024-01-24,247.54,Gadget
169,2024-01-19,161.24,Gadget
170,2024-01-24,118.95,Thingamajig
171,2024-01-24,234.3,Doohickey
172,2024-01-24,270.19,Gadget
173,2024-01-23,227.1,Gadget
174,2024-01-25,208.88,Doohickey
175,2024-01-23,294.22,Thingamajig
176,2024-01-19,264.04,Doohickey
177,2024-01-19,189.63,Widget
178,2024-01-20,246.04,Doohickey
179,2024-01-19,149.22,Doohickey
180,2024-01-20,125.14,Gadget
181,2024-01-25,299.47,Thingamajig
182,2024-01-21,128.21,Thingamajig
183,2024-01-25,210.25,Widget
184,2024-01-24,228.28,Thingamajig
185,2024-01-23,125.45,Doohickey
186,2024-01-22,191.6,Gadget
187,2024-01-20,282.95,Gadget
188,2024-01-23,242.32,Doohickey
189,2024-01-25,177.19,Thingamajig
190,2024-01-24,216.74,Widget
191,2024-01-20,193.19,Thingamajig
192,2024-01-18,193.78,Gadget
193,2024-01-25,273.21,Doohickey
194,2024-01-25,243.9,Widget
195,2024-01-20,173.47,Thingamajig
196,2024-01-16,254.55,Widget
197,2024-01-19,167.77,Doohickey
198,2024-01-17,106.35,Doohickey
199,2024-01-16,216.76,Thingamajig
200,2024-01-16,241.54,Gadget
201,2024-01-20,225.99,Thingamajig
202,2024-01-23,236.31,Gadget
203,2024-01-25,289.75,Doohickey
204,2024-01-23,274.32,Gadget
205,2024-01-19,100.22,Gadget
206,2024-01-17,107.21,Thingamajig
207,2024-01-18,189.44,Doohickey
208,2024-01-25,266.14,Thingamajig
209,2024-01-17,103.68,Thingamajig
210,2024-01-17,278.42,Widget
211,2024-01-17,150.63,Gadget
212,2024-01-25,204.04,Gadget
213,2024-01-20,167.88,Widget
214,2024-01-18,168.25,Widget
215,2024-01-21,211.02,Thingamajig
216,2024-01-25,255.45,Doohickey
217,2024-01-22,242.97,Widget
218,2024-01-16,262.25,Doohickey
219,2024-01-20,210.87,Gadget
220,2024-01-23,242.46,Doohickey
221,2024-01-24,226.4,Doohickey
222,2024-01-17,217.19,Gadget
223,2024-01-20,132.95,Doohickey
224,2024-01-25,292.37,Doohickey
225,2024-01-25,128.34,Doohickey
226,2024-01-18,231.18,Doohickey
227,2024-01-17,274.62,Widget
228,2024-01-22,167.04,Thingamajig
229,2024-01-22,284.86,Doohickey
230,2024-01-21,187.5,Widget
231,2024-01-25,131.3,Gadget
232,2024-01-16,263.07,Thingamajig
233,2024-01-18,101.8,Doohickey
234,2024-01-16,197.59,Doohickey
235,2024-01-24,121.71,Doohickey
236,2024-01-23,181.13,Thingamajig
237,2024-01-22,238.03,Widget
238,2024-01-18,123.83,Widget
239,2024-01-16,180.02,Doohickey
240,2024-01-17,296.03,Gadget
241,2024-01-17,177.13,Thingamajig
242,2024-01-22,151.72,Widget
243,2024-01-20,123.42,Widget
244,2024-01-16,206.44,Thingamajig
245,2024-01-20,249.1,Doohickey
246,2024-01-16,161.66,Thingamajig
247,2024-01-24,294.54,Widget
248,2024-01-25,250.76,Doohickey
249,2024-01-22,244.85,Widget
250,2024-01-17,278.0,Gadget
251,2024-01-21,196.67,Doohickey
252,2024-01-16,118.53,Thingamajig
253,2024-01-16,129.42,Doohickey
254,2024-01-16,151.06,Widget
255,2024-01-24,252.14,Widget
256,2024-01-19,280.97,Thingamajig
257,2024-01-23,205.27,Doohickey
258,2024-01-21,199.79,Widget
259,2024-01-24,297.31,Widget
260,2024-01-16,166.43,Widget
261,2024-01-23,108.33,Thingamajig
262,2024-01-20,222.11,Gadget
263,2024-01-25,102.9,Widget
264,2024-01-23,269.8,Widget
265,2024-01-25,179.81,Gadget
266,2024-01-22,163.97,Doohickey
267,2024-01-22,132.75,Thingamajig
268,2024-01-20,256.28,Thingamajig
269,2024-01-22,174.29,Doohickey
270,2024-01-22,118.73,Widget
271,2024-01-18,201.52,Gadget
272,2024-01-25,173.19,Doohickey
273,2024-01-25,235.47,Doohickey
274,2024-01-16,196.13,Doohickey
275,2024-01-23,283.79,Widget
276,2024-01-17,217.86,Doohickey
277,2024-01-22,179.48,Thingamajig
278,2024-01-22,294.63,Thingamajig
279,2024-01-21,267.34,Gadget
280,2024-01-20,177.03,Widget
281,2024-01-21,158.84,Widget
282,2024-01-25,110.66,Thingamajig
283,2024-01-16,262.12,Doohickey
284,2024-01-16,260.7,Gadget
285,2024-01-19,106.74,Widget
286,2024-01-20,231.96,Widget
287,2024-01-24,119.0,Thingamajig
288,2024-01-17,209.9,Gadget
289,2024-01-19,299.13,Gadget
290,2024-01-24,277.4,Thingamajig
291,2024-01-25,160.64,Widget
292,2024-01-19,299.12,Doohickey
293,2024-01-24,202.0,Gadget
294,2024-01-18,137.54,Widget
295,2024-01-25,122.23,Doohickey
296,2024-01-17,117.56,Doohickey
297,2024-01-18,292.18,Thingamajig
298,2024-01-16,214.49,Thingamajig
299,2024-01-19,127.88,Widget
300,2024-01-21,203.8,Doohickey
301,2024-01-19,249.49,Thingamajig
302,2024-01-16,107.68,Thingamajig
303,2024-01-19,114.71,Widget
304,2024-01-17,104.69,Doohickey
305,2024-01-24,278.49,Doohickey
306,2024-01-16,177.64,Doohickey
307,2024-01-22,220.57,Widget
308,2024-01-21,183.05,Gadget
309,2024-01-20,217.39,Widget
310,2024-01-18,237.78,Thingamajig
311,2024-01-23,268.04,Doohickey
312,2024-01-16,288.99,Widget
313,2024-01-20,181.59,Doohickey
314,2024-01-18,137.78,Doohickey
315,2024-01-20,184.06,Widget
316,2024-01-24,168.5,Widget
317,2024-01-25,124.09,Thingamajig
318,2024-01-19,180.01,Gadget
319,2024-01-23,235.29,Widget
320,2024-01-16,298.04,Gadget
321,2024-01-25,297.71,Doohickey
322,2024-01-16,228.02,Thingamajig
323,2024-01-25,231.07,Gadget
324,2024-01-24,230.6,Widget
325,2024-01-17,224.57,Widget
326,2024-01-19,100.76,Doohickey
327,2024-01-17,182.5,Thingamajig
328,2024-01-22,285.9,Thingamajig
329,2024-01-21,241.99,Widget
330,2024-01-19,111.15,Widget
331,2024-01-22,258.79,Widget
332,2024-01-17,296.61,Thingamajig
333,2024-01-17,295.62,Widget
334,2024-01-25,178.4,Doohickey
335,2024-01-23,230.09,Gadget
336,2024-01-16,258.68,Widget
337,2024-01-23,208.07,Widget
338,2024-01-24,158.94,Gadget
339,2024-01-24,232.89,Doohickey
340,2024-01-25,113.95,Widget
341,2024-01-16,234.04,Thingamajig
342,2024-01-18,185.72,Thingamajig
343,2024-01-18,268.09,Doohickey
344,2024-01-19,226.46,Doohickey
345,2024-01-19,268.24,Thingamajig
346,2024-01-21,157.13,Gadget
347,2024-01-20,216.55,Doohickey
348,2024-01-21,129.24,Gadget
349,2024-01-23,166.12,Widget
350,2024-01-24,239.2,Gadget
351,2024-01-23,203.94,Gadget
352,2024-01-23,139.95,Gadget
353,2024-01-17,144.57,Doohickey
354,2024-01-21,165.63,Widget
355,2024-01-20,130.95,Thingamajig
356,2024-01-16,286.51,Thingamajig
357,2024-01-20,152.19,Doohickey
358,2024-01-23,226.55,Widget
359,2024-01-22,287.96,Doohickey
360,2024-01-18,175.07,Doohickey
361,2024-01-18,219.65,Doohickey
362,2024-01-21,142.57,Gadget
363,2024-01-25,164.45,Widget
364,2024-01-17,285.09,Gadget
365,2024-01-17,128.26,Gadget
366,2024-01-19,246.66,Gadget
367,2024-01-20,210.87,Widget
368,2024-01-22,246.27,Doohickey
369,2024-01-21,272.47,Thingamajig
370,2024-01-18,172.53,Gadget
371,2024-01-21,297.56,Doohickey
372,2024-01-24,168.43,Widget
373,2024-01-24,113.39,Doohickey
374,2024-01-21,218.06,Doohickey
375,2024-01-19,283.12,Widget
376,2024-01-23,120.95,Widget
377,2024-01-18,113.74,Widget
378,2024-01-19,191.43,Doohickey
379,2024-01-23,254.17,Widget
380,2024-01-22,209.23,Thingamajig
381,2024-01-19,297.9,Thingamajig
382,2024-01-18,185.74,Doohickey
383,2024-01-24,241.93,Thingamajig
384,2024-01-25,299.89,Thingamajig
385,2024-01-21,157.52,Doohickey
386,2024-01-17,287.23,Doohickey
387,2024-01-23,186.1,Widget
388,2024-01-19,116.19,Doohickey
389,2024-01-22,152.15,Widget
390,2024-01-17,170.69,Widget
391,2024-01-24,109.44,Thingamajig
392,2024-01-21,270.42,Thingamajig
393,2024-01-23,248.45,Thingamajig
394,2024-01-24,198.58,Widget
395,2024-01-16,183.89,Thingamajig
396,2024-01-20,287.85,Doohickey
397,2024-01-25,258.86,Widget
398,2024-01-17,267.02,Gadget
399,2024-01-20,154.41,Thingamajig
400,2024-01-23,241.96,Gadget
401,2024-01-24,285.2,Thingamajig
402,2024-01-18,116.6,Thingamajig
403,2024-01-17,105.76,Widget
404,2024-01-24,104.27,Doohickey
405,2024-01-19,134.87,Doohickey
406,2024-01-19,104.63,Doohickey
407,2024-01-24,276.36,Widget
408,2024-01-21,134.22,Widget
409,2024-01-17,143.16,Thingamajig
410,2024-01-20,204.3,Gadget
411,2024-01-19,204.31,Thingamajig
412,2024-01-24,225.15,Gadget
413,2024-01-17,283.85,Widget
414,2024-01-22,125.7,Doohickey
415,2024-01-25,171.08,Doohickey
416,2024-01-17,209.26,Doohickey
417,2024-01-19,210.97,Widget
418,2024-01-25,240.83,Widget
419,2024-01-25,120.21,Gadget
420,2024-01-24,214.14,Thingamajig
421,2024-01-20,130.31,Doohickey
422,2024-01-21,156.6,Doohickey
423,2024-01-19,267.41,Widget
424,2024-01-16,166.65,Gadget
425,2024-01-25,110.7,Doohickey
426,2024-01-16,264.91,Thingamajig
427,2024-01-19,244.22,Gadget
428,2024-01-18,203.23,Thingamajig
429,2024-01-17,129.38,Gadget
430,2024-01-21,292.99,Thingamajig
431,2024-01-25,158.78,Doohickey
432,2024-01-20,232.11,Thingamajig
433,2024-01-20,283.99,Doohickey
434,2024-01-24,152.48,Doohickey
435,2024-01-16,248.6,Widget
436,2024-01-23,258.34,Doohickey
437,2024-01-22,253.27,Thingamajig
438,2024-01-17,102.07,Gadget
439,2024-01-25,165.66,Doohickey
440,2024-01-22,134.46,Gadget
441,2024-01-23,286.81,Thingamajig
442,2024-01-21,216.17,Gadget
443,2024-01-23,206.02,Doohickey
444,2024-01-20,279.0,Doohickey
445,2024-01-19,236.4,Widget
446,2024-01-24,271.45,Doohickey
447,2024-01-17,133.3,Gadget
448,2024-01-17,290.33,Thingamajig
449,2024-01-25,257.61,Doohickey
450,2024-01-23,212.35,Thingamajig
451,2024-01-17,103.42,Thingamajig
452,2024-01-18,207.84,Gadget
453,2024-01-22,224.74,Gadget
454,2024-01-23,221.67,Thingamajig
455,2024-01-21,265.07,Doohickey
456,2024-01-23,117.59,Widget
457,2024-01-17,239.26,Thingamajig
458,2024-01-19,295.67,Widget
459,2024-01-25,287.83,Gadget
460,2024-01-22,206.64,Doohickey
461,2024-01-17,254.98,Widget
462,2024-01-17,149.09,Thingamajig
463,2024-01-22,124.96,Thingamajig
464,2024-01-16,243.49,Gadget
465,2024-01-19,186.75,Doohickey
466,2024-01-16,209.94,Gadget
467,2024-01-18,131.07,Gadget
468,2024-01-17,259.61,Gadget
469,2024-01-17,253.27,Widget
470,2024-01-22,123.61,Gadget
471,2024-01-22,280.83,Gadget
472,2024-01-22,221.47,Gadget
473,2024-01-17,243.2,Doohickey
474,2024-01-21,216.93,Doohickey
475,2024-01-21,129.65,Thingamajig
476,2024-01-16,268.05,Doohickey
477,2024-01-18,236.43,Gadget
478,2024-01-17,199.2,Widget
479,2024-01-23,226.58,Widget
480,2024-01-20,286.01,Doohickey
481,2024-01-20,137.96,Thingamajig
482,2024-01-24,115.47,Widget
483,2024-01-19,112.92,Gadget
484,2024-01-21,132.93,Gadget
485,2024-01-24,111.8,Doohickey
486,2024-01-25,147.86,Doohickey
487,2024-01-18,255.84,Gadget
488,2024-01-23,237.4,Doohickey
489,2024-01-21,244.62,Doohickey
490,2024-01-24,206.7,Gadget
491,2024-01-20,294.22,Thingamajig
492,2024-01-19,258.99,Gadget
493,2024-01-18,191.9,Widget
494,2024-01-22,229.87,Thingamajig
495,2024-01-24,190.88,Widget
496,2024-01-23,269.29,Gadget
497,2024-01-21,137.86,Doohickey
498,2024-01-16,269.14,Widget
499,2024-01-25,128.56,Gadget
500,2024-01-18,260.81,Gadget
501,2024-01-22,279.48,Widget
502,2024-01-16,276.69,Widget
503,2024-01-21,214.44,Thingamajig
504,2024-01-23,160.8,Thingamajig
505,2024-01-21,290.37,Doohickey
506,2024-01-23,272.63,Widget
507,2024-01-17,150.5,Gadget
508,2024-01-19,199.48,Doohickey
509,2024-01-20,186.52,Thingamajig
510,2024-01-19,290.72,Thingamajig
511,2024-01-24,120.13,Widget
512,2024-01-19,254.49,Gadget
513,2024-01-16,123.77,Gadget
514,2024-01-24,132.41,Gadget
515,2024-01-21,133.24,Gadget
516,2024-01-24,122.29,Doohickey
517,2024-01-17,133.14,Thingamajig
518,2024-01-21,229.27,Widget
519,2024-01-19,190.69,Doohickey
520,2024-01-20,148.46,Thingamajig
521,2024-01-17,110.45,Thingamajig
522,2024-01-25,294.2,Doohickey
523,2024-01-20,145.36,Widget
524,2024-01-16,224.67,Gadget
525,2024-01-18,139.46,Widget
526,2024-01-22,103.55,Thingamajig
527,2024-01-16,237.34,Doohickey
528,2024-01-19,183.72,Widget
529,2024-01-25,138.92,Thingamajig
530,2024-01-18,290.51,Doohickey
531,2024-01-19,124.98,Widget
532,2024-01-19,166.87,Gadget
533,2024-01-22,152.17,Widget
534,2024-01-18,262.88,Gadget
535,2024-01-20,161.65,Gadget
536,2024-01-21,209.34,Widget
537,2024-01-23,296.24,Gadget
538,2024-01-19,238.55,Widget
539,2024-01-21,222.28,Widget
540,2024-01-22,231.3,Widget
541,2024-01-20,262.07,Gadget
542,2024-01-19,238.13,Thingamajig
543,2024-01-25,258.19,Thingamajig
544,2024-01-17,225.85,Gadget
545,2024-01-19,248.89,Widget
546,2024-01-20,154.44,Gadget
547,2024-01-25,156.46,Thingamajig
548,2024-01-17,164.85,Thingamajig
549,2024-01-25,139.03,Gadget
550,2024-01-24,194.81,Doohickey
551,2024-01-23,126.74,Gadget
552,2024-01-17,205.76,Gadget
553,2024-01-16,165.62,Thingamajig
554,2024-01-18,285.06,Thingamajig
555,2024-01-24,290.38,Doohickey
556,2024-01-24,220.28,Doohickey
557,2024-01-24,121.83,Widget
558,2024-01-20,180.76,Gadget
559,2024-01-21,239.77,Widget
560,2024-01-16,187.74,Widget
561,2024-01-23,135.41,Gadget
562,2024-01-24,260.93,Widget
563,2024-01-16,284.65,Doohickey
564,2024-01-24,269.65,Widget
565,2024-01-17,160.85,Doohickey
566,2024-01-17,116.62,Doohickey
567,2024-01-19,236.13,Thingamajig
568,2024-01-24,122.32,Thingamajig
569,2024-01-16,257.79,Doohickey
570,2024-01-24,240.85,Widget
571,2024-01-23,181.15,Gadget
572,2024-01-19,159.01,Gadget
573,2024-01-19,164.41,Thingamajig
574,2024-01-16,206.46,Widget
575,2024-01-20,224.52,Thingamajig
576,2024-01-21,196.32,Doohickey
577,2024-01-24,252.98,Widget
578,2024-01-20,278.22,Doohickey
579,2024-01-19,188.15,Widget
580,2024-01-19,117.37,Widget
581,2024-01-22,204.16,Gadget
582,2024-01-20,291.15,Widget
583,2024-01-21,115.58,Thingamajig
584,2024-01-16,283.32,Widget
585,2024-01-17,122.02,Doohickey
586,2024-01-23,128.97,Doohickey
587,2024-01-25,184.56,Doohickey
588,2024-01-19,216.79,Gadget
589,2024-01-24,266.05,Gadget
590,2024-01-23,138.8,Gadget
591,2024-01-22,143.78,Thingamajig
592,2024-01-17,122.67,Doohickey
593,2024-01-20,263.96,Gadget
594,2024-01-21,223.49,Thingamajig
595,2024-01-25,122.59,Thingamajig
596,2024-01-21,230.81,Gadget
597,2024-01-21,127.66,Thingamajig
598,2024-01-22,219.02,Widget
599,2024-01-17,120.37,Thingamajig
600,2024-01-24,152.22,Gadget
601,2024-01-25,265.91,Doohickey
602,2024-01-18,162.55,Widget
603,2024-01-25,126.55,Doohickey
604,2024-01-21,219.01,Widget
605,2024-01-21,290.33,Thingamajig
606,2024-01-23,196.18,Gadget
607,2024-01-20,296.79,Doohickey
608,2024-01-18,222.84,Gadget
609,2024-01-17,110.49,Thingamajig
610,2024-01-24,260.51,Doohickey
611,2024-01-24,158.63,Gadget
612,2024-01-22,170.06,Doohickey
613,2024-01-21,228.42,Thingamajig
614,2024-01-21,242.11,Widget
615,2024-01-20,186.25,Doohickey
616,2024-01-18,131.48,Widget
617,2024-01-23,296.35,Widget
618,2024-01-17,163.07,Doohickey
619,2024-01-23,286.22,Gadget
620,2024-01-20,249.95,Doohickey
621,2024-01-19,150.23,Thingamajig
622,2024-01-24,107.65,Gadget
623,2024-01-19,151.54,Gadget
624,2024-01-23,122.82,Widget
625,2024-01-24,107.68,Thingamajig
626,2024-01-21,260.25,Doohickey
627,2024-01-20,256.38,Widget
628,2024-01-22,250.68,Thingamajig
629,2024-01-23,179.9,Widget
630,2024-01-16,131.71,Doohickey
631,2024-01-18,189.07,Widget
632,2024-01-22,125.64,Doohickey
633,2024-01-23,224.49,Gadget
634,2024-01-21,176.05,Widget
635,2024-01-24,183.82,Gadget
636,2024-01-25,157.53,Gadget
637,2024-01-24,275.72,Doohickey
638,2024-01-24,173.73,Gadget
639,2024-01-20,193.68,Widget
640,2024-01-17,243.75,Gadget
641,2024-01-21,211.09,Doohickey
642,2024-01-23,209.64,Doohickey
643,2024-01-21,116.83,Thingamajig
644,2024-01-17,190.21,Thingamajig
645,2024-01-17,284.18,Widget
646,2024-01-23,214.18,Doohickey
647,2024-01-21,211.72,Thingamajig
648,2024-01-21,195.22,Widget
649,2024-01-25,125.03,Doohickey
650,2024-01-17,148.65,Widget
651,2024-01-21,214.51,Doohickey
652,2024-01-21,137.12,Doohickey
653,2024-01-20,256.69,Thingamajig
654,2024-01-23,159.79,Thingamajig
655,2024-01-18,152.22,Widget
656,2024-01-21,249.9,Gadget
657,2024-01-20,161.59,Doohickey
658,2024-01-17,266.01,Gadget
659,2024-01-23,223.04,Widget
660,2024-01-24,270.04,Thingamajig
661,2024-01-18,255.48,Thingamajig
662,2024-01-22,115.61,Gadget
663,2024-01-18,257.21,Gadget
664,2024-01-18,101.41,Doohickey
665,2024-01-23,134.16,Gadget
666,2024-01-21,271.61,Doohickey
667,2024-01-17,185.63,Gadget
668,2024-01-17,282.91,Gadget
669,2024-01-19,238.46,Doohickey
670,2024-01-20,269.77,Doohickey
671,2024-01-20,272.16,Widget
672,2024-01-19,229.91,Thingamajig
673,2024-01-23,273.88,Gadget
674,2024-01-25,181.44,Gadget
675,2024-01-23,243.36,Gadget
676,2024-01-17,276.01,Widget
677,2024-01-17,261.81,Widget
678,2024-01-22,166.42,Widget
679,2024-01-18,292.35,Doohickey
680,2024-01-20,266.78,Doohickey
681,2024-01-17,167.19,Gadget
682,2024-01-23,230.5,Thingamajig
683,2024-01-19,168.82,Widget
684,2024-01-21,133.26,Gadget
685,2024-01-19,126.58,Doohickey
686,2024-01-24,175.12,Widget
687,2024-01-22,156.41,Gadget
688,2024-01-16,271.11,Doohickey
689,2024-01-19,148.91,Doohickey
690,2024-01-25,127.08,Widget
691,2024-01-25,162.05,Gadget
692,2024-01-22,129.57,Widget
693,2024-01-23,244.72,Widget
694,2024-01-24,141.58,Widget
695,2024-01-19,181.02,Widget
696,2024-01-20,157.82,Gadget
697,2024-01-25,284.48,Doohickey
698,2024-01-17,127.44,Thingamajig
699,2024-01-22,294.96,Thingamajig
700,2024-01-19,230.58,Thingamajig
701,2024-01-23,191.06,Thingamajig
702,2024-01-21,104.25,Thingamajig
703,2024-01-20,199.25,Doohickey
704,2024-01-22,283.71,Doohickey
705,2024-01-20,229.0,Widget
706,2024-01-20,214.09,Gadget
707,2024-01-16,298.61,Thingamajig
708,2024-01-20,228.51,Gadget
709,2024-01-17,232.67,Thingamajig
710,2024-01-24,117.82,Doohickey
711,2024-01-16,102.65,Doohickey
712,2024-01-19,235.1,Widget
713,2024-01-23,152.69,Doohickey
714,2024-01-21,225.91,Widget
715,2024-01-24,182.19,Widget
716,2024-01-19,289.16,Gadget
717,2024-01-17,287.47,Widget
718,2024-01-22,114.39,Gadget
719,2024-01-23,210.22,Widget
720,2024-01-18,166.76,Doohickey
721,2024-01-23,134.27,Doohickey
722,2024-01-24,119.92,Doohickey
723,2024-01-20,188.02,Widget
724,2024-01-22,249.53,Gadget
725,2024-01-25,154.02,Gadget
726,2024-01-16,277.31,Widget
727,2024-01-24,249.49,Widget
728,2024-01-24,175.44,Doohickey
729,2024-01-16,142.89,Doohickey
730,2024-01-22,225.73,Thingamajig
731,2024-01-18,107.49,Doohickey
732,2024-01-18,164.59,Gadget
733,2024-01-25,280.34,Doohickey
734,2024-01-23,144.14,Doohickey
735,2024-01-16,235.06,Thingamajig
736,2024-01-20,113.92,Thingamajig
737,2024-01-17,152.98,Doohickey
738,2024-01-23,215.38,Widget
739,2024-01-21,110.13,Doohickey
740,2024-01-18,180.77,Thingamajig
741,2024-01-16,158.72,Thingamajig
742,2024-01-17,196.56,Doohickey
743,2024-01-20,106.67,Gadget
744,2024-01-22,223.1,Widget
745,2024-01-25,149.96,Gadget
746,2024-01-18,222.13,Thingamajig
747,2024-01-22,297.98,Gadget
748,2024-01-16,256.47,Widget
749,2024-01-20,103.06,Widget
750,2024-01-19,136.57,Thingamajig
751,2024-01-25,173.59,Thingamajig
752,2024-01-25,212.64,Thingamajig
753,2024-01-20,110.69,Thingamajig
754,2024-01-24,256.33,Doohickey
